Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi,D_ID,D_Type,D_Brand,D_Model,D_Relationship_Type,D_Relationship_Factor
2870,7,12,1,2,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2870,2,8,3,3,0.5,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2871,15,8,3,1,0.75,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2872,9,13,8,2,0.8,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2872,4,8,3,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2873,4,15,1,2,0.333333333,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2873,11,10,5,2,0.714285714,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2874,10,14,2,8,0.2,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2875,14,4,1,2,0.333333333,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2875,10,1,4,6,0.4,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2875,5,6,2,8,0.2,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2876,12,10,2,1,0.666666667,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2877,8,11,6,3,0.666666667,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2877,2,9,1,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2878,8,3,1,8,0.111111111,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2878,11,6,7,1,0.875,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2879,15,4,2,6,0.25,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2879,4,14,2,0,1,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2880,10,4,3,1,0.75,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2880,4,10,1,1,0.5,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2881,15,1,1,7,0.125,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2882,6,4,8,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2882,2,10,2,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2883,15,3,3,1,0.75,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2883,6,12,1,7,0.125,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2884,5,7,3,6,0.333333333,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2885,8,4,2,6,0.25,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2885,5,13,2,7,0.222222222,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2885,13,7,5,1,0.833333333,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2887,8,3,3,1,0.75,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2887,13,4,1,5,0.166666667,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2887,4,9,5,0,1,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2888,8,12,4,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2888,11,7,3,3,0.5,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2889,5,9,2,0,1,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2890,10,13,6,2,0.75,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2890,14,9,1,8,0.111111111,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2891,10,5,8,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2891,1,13,2,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2892,11,5,4,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2893,6,13,3,4,0.428571429,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2893,4,8,8,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2893,14,8,4,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2894,4,12,5,3,0.625,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2895,12,2,2,1,0.666666667,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2895,7,11,9,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2896,5,8,1,1,0.5,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2896,13,9,2,1,0.666666667,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2897,10,4,1,8,0.111111111,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2898,12,1,1,5,0.166666667,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2898,10,14,3,6,0.333333333,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2898,2,9,4,2,0.666666667,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2899,2,11,4,2,0.666666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2900,10,13,4,3,0.571428571,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2900,12,10,1,1,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2901,11,4,1,1,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2901,2,12,1,6,0.142857143,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2902,8,15,5,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2903,3,11,2,0,1,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2903,15,10,1,1,0.5,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2904,14,4,1,1,0.5,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2904,7,14,4,1,0.8,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2905,7,5,4,1,0.8,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2905,5,11,3,5,0.375,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2906,14,8,1,8,0.111111111,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2907,13,3,8,1,0.888888889,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2907,8,1,3,1,0.75,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2907,4,6,1,4,0.2,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2908,4,14,4,1,0.8,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2909,13,3,2,8,0.2,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2909,9,13,1,2,0.333333333,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2910,5,6,2,0,1,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2911,10,2,1,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2911,5,13,2,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2911,15,10,2,2,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2912,10,13,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2913,14,1,7,2,0.777777778,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2913,4,6,3,7,0.3,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2914,8,3,3,4,0.428571429,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2914,4,15,8,2,0.8,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2915,14,2,3,4,0.428571429,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2916,7,2,2,1,0.666666667,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2916,3,15,8,2,0.8,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2917,14,2,5,2,0.714285714,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2918,6,3,2,1,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2918,4,10,1,8,0.111111111,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2919,11,7,2,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2920,14,5,2,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2920,2,13,4,0,1,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2920,8,11,6,0,1,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2921,8,3,4,2,0.666666667,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2921,2,7,3,1,0.75,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2922,11,1,2,0,1,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2923,10,14,1,0,1,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2923,2,10,5,3,0.625,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2924,10,3,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2924,15,7,2,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2925,4,6,4,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2926,10,1,2,1,0.666666667,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2926,4,14,2,2,0.5,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2926,15,6,1,2,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2927,10,13,1,2,0.333333333,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2928,4,9,2,0,1,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2928,15,9,5,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2929,6,5,1,1,0.5,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2929,4,13,1,1,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2930,11,10,4,1,0.8,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2931,3,11,1,1,0.5,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2931,10,13,8,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2932,3,6,2,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2932,11,7,3,6,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2933,9,11,6,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2934,9,1,3,3,0.5,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2934,15,5,5,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2934,1,14,4,2,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2936,12,2,5,4,0.555555556,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2936,3,14,3,1,0.75,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2936,7,12,9,1,0.9,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2937,7,1,7,3,0.7,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2937,3,7,3,1,0.75,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2937,12,8,5,4,0.555555556,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2939,7,1,8,0,1,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2939,15,2,6,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2939,3,9,7,3,0.7,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2940,7,14,1,7,0.125,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2940,12,8,5,1,0.833333333,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2941,5,15,3,5,0.375,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2942,6,13,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2942,15,10,4,6,0.4,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2943,6,3,1,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2943,1,10,4,2,0.666666667,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2944,13,1,1,4,0.2,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2945,5,11,9,1,0.9,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2945,10,15,3,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2946,10,4,1,2,0.333333333,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2946,5,8,4,6,0.4,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2946,14,7,1,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2947,15,5,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2948,1,15,3,0,1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2948,6,14,7,0,1,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2949,6,2,6,1,0.857142857,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2949,1,10,1,2,0.333333333,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2949,14,7,1,2,0.333333333,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2951,8,3,1,3,0.25,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2951,1,13,1,1,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2951,15,8,1,6,0.142857143,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2952,15,3,3,4,0.428571429,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2953,7,14,5,3,0.625,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2953,2,7,2,3,0.4,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2954,7,5,5,3,0.625,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2954,11,3,1,6,0.142857143,1,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2955,1,12,6,0,1,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2956,7,3,1,6,0.142857143,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2956,11,5,1,2,0.333333333,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2957,3,9,8,2,0.8,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2957,11,8,1,2,0.333333333,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2958,3,14,10,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2958,9,11,2,4,0.333333333,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2959,9,2,4,2,0.666666667,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2959,15,8,3,0,1,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2960,11,2,1,2,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2960,3,8,1,0,1,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2961,3,11,1,0,1,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2961,9,15,2,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2962,9,4,2,0,1,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2962,15,7,2,2,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2963,12,5,3,1,0.75,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2963,3,6,5,3,0.625,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2964,9,14,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2965,5,12,1,0,1,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2965,13,6,2,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2966,7,5,1,0,1,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2966,14,4,1,1,0.5,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2966,5,9,1,0,1,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2968,15,5,2,1,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2968,9,12,1,0,1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2968,5,10,4,4,0.5,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2969,13,9,3,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2970,7,12,2,6,0.25,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2970,5,7,1,0,1,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2971,5,15,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2971,14,9,5,5,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2972,8,4,8,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2973,13,2,1,0,1,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2973,4,7,4,6,0.4,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2974,9,4,1,5,0.166666667,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2975,2,15,9,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2975,9,14,1,5,0.166666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2975,15,10,5,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2976,14,3,3,2,0.6,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2976,2,6,5,4,0.555555556,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2977,6,12,3,3,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2978,6,2,4,2,0.666666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2978,11,1,3,7,0.3,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2978,2,8,6,1,0.857142857,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2979,11,6,7,3,0.7,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2980,8,3,2,4,0.333333333,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
2980,1,6,4,3,0.571428571,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2981,13,4,2,3,0.4,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2981,1,14,5,2,0.714285714,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2981,8,12,6,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2982,13,10,2,3,0.4,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2983,3,13,2,6,0.25,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2983,9,14,1,4,0.2,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2984,9,4,1,4,0.2,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2984,12,5,4,1,0.8,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2984,3,10,3,5,0.375,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2986,9,5,2,2,0.5,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2986,4,12,5,1,0.833333333,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2986,12,9,5,2,0.714285714,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2987,12,1,3,4,0.428571429,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2988,7,5,3,0,1,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2988,1,8,6,1,0.857142857,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2989,12,2,5,2,0.714285714,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
2989,1,11,4,3,0.571428571,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2989,7,13,2,1,0.666666667,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2990,13,6,5,2,0.714285714,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2991,9,5,5,1,0.833333333,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2991,1,15,9,1,0.9,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2992,11,6,1,2,0.333333333,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2993,7,3,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2993,1,10,3,5,0.375,1,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2994,7,13,1,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
2994,15,6,1,2,0.333333333,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
2995,2,6,2,4,0.333333333,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
2996,14,4,7,0,1,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
2996,8,12,4,1,0.8,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
2997,8,3,1,4,0.2,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
2997,2,12,2,7,0.222222222,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
2997,15,9,4,3,0.571428571,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
2999,14,5,4,5,0.444444444,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
2999,3,14,1,1,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
2999,8,15,2,2,0.5,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
3000,3,8,2,0,1,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
3000,15,7,4,5,0.444444444,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
3001,7,13,1,8,0.111111111,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
3002,3,9,2,1,0.666666667,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
3002,15,6,2,3,0.4,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
3003,10,2,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
3003,3,13,3,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
3004,11,1,2,0,1,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
3004,10,12,1,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
3005,4,13,1,3,0.25,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
3005,13,6,1,1,0.5,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
3006,7,5,7,2,0.777777778,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
3006,4,9,1,3,0.25,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
3007,7,14,4,5,0.444444444,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
3007,14,8,3,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
3008,13,1,2,1,0.666666667,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
3008,4,7,2,2,0.5,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
3009,10,1,5,4,0.555555556,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
3010,5,11,7,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
3010,11,6,1,4,0.2,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
3011,11,5,2,3,0.4,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
3011,8,14,2,1,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
3012,4,8,5,4,0.555555556,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
3013,4,15,8,1,0.888888889,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
3013,10,15,4,1,0.8,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
3013,13,9,5,3,0.625,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
3014,13,1,6,2,0.75,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
3015,1,14,4,2,0.666666667,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
3015,6,11,3,2,0.6,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
3016,13,2,9,1,0.9,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
3016,6,1,4,1,0.8,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
3016,1,8,4,2,0.666666667,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
3017,15,8,1,9,0.1,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
3018,3,11,3,0,1,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
3018,8,13,6,2,0.75,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
3019,3,8,2,1,0.666666667,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
3019,13,10,1,2,0.333333333,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
3020,15,4,2,1,0.666666667,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
